,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,HOUSE_PRICE
43697,025-608-223,STRATA,305810630010,30581063,CD-1 (68),Comprehensive Development,10,,BCS273,334,,7105.0,MONT ROYAL SQ,V5S 4W5,LOT 10  PLAN BCS273  DISTRICT LOT 3,34  NEW WESTMINSTER UNDIV 142/5574 ,SHARE IN COM PROP THEREIN.,,,755000.0,289000.0,2020.0,817000.0,292000.0,2004.0,2004.0,,25,1.044
136539,002-539-764,LAND,714225400000,71422540,RT-10,Two Family Dwelling,44,18,VAP1368,391,,1272.0,27TH AVE E,V5V 2L8,LOT 44  BLOCK 18  PLAN VAP1368  DIS,"TRICT LOT 391  NWD OF LOT 1, & DL 3",92.,,,1306000.0,99900.0,2020.0,1552000.0,100000.0,1910.0,1980.0,,19,1.4059
160981,012-274-402,LAND,793243360000,79324336,RS-1,One Family Dwelling,7,3,VAP3707,735,,1858.0,51ST AVE E,V5P 1V9,LOT 7  BLOCK 3  PLAN VAP3707  DISTR,ICT LOT 735  NWD GROUP 1.,,,,1099000.0,40800.0,2020.0,1296000.0,41400.0,1966.0,1966.0,,17,1.1398
94643,023-814-420,STRATA,770317060034,77031706,C-2,Commercial,34,,LMS2866,49,302,5818.0,LINCOLN ST,V5R 4P7,LOT 34  PLAN LMS2866  DISTRICT LOT ,49  NEW WESTMINSTER UNDIV 59/3959 S,HARE IN COM PROP THEREIN.,,,202000.0,130000.0,2020.0,185000.0,133000.0,1997.0,1997.0,,24,0.332
178116,028-554-728,STRATA,602114950010,60211495,C-6,Commercial,10,,BCS4070,185,301,787.0,NICOLA ST,V6G 3L4,LOT 10  PLAN BCS4070  DISTRICT LOT ,"185  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,440000.0,321000.0,2020.0,494000.0,324000.0,2010.0,2010.0,,27,0.761
165643,029-610-869,STRATA,640122980018,64012298,C-2B,Commercial,18,,EPS2945,526,301,1628.0,4TH AVE W,V6J 0G6,LOT 18  PLAN EPS2945  DISTRICT LOT ,"526  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,581000.0,303000.0,2020.0,652000.0,306000.0,2015.0,2015.0,,7,0.884
18400,029-182-115,LAND,138606950000,13860695,DD,Comprehensive Development,A,84,EPP34629,541,,1099.0,RICHARDS ST,V6B 3E4,LOT A  BLOCK 84  PLAN EPP34629  DIS,TRICT LOT 541  NWD GROUP 1.,,,,1.0,1.0,2020.0,1.0,1.0,2016.0,2016.0,,29,2e-06
131741,013-936-751,LAND,739060070000,73906007,RS-5,One Family Dwelling,48,29,VAP2283,2027,,5286.0,MACKENZIE ST,V6N 1G9,LOT 48  BLOCK 29  PLAN VAP2283  DIS,TRICT LOT 2027  NEW WESTMINSTER EXC," N10', LOT 47, BLOCK 29, PLAN VAP22","83, DISTRICT LOT 2027, NEW WESTMINS","TER LAND DISTRICT, EXC N 10' & E 49",2407000.0,107000.0,2020.0,2846000.0,107000.0,1929.0,1970.0,,5,2.514
168577,015-313-247,LAND,612234440000,61223444,RM-4,Multiple Family Dwelling,7,55,VAP393,264A,,1544.0,GRANT ST,V5L 2Y2,LOT 7  BLOCK 55  PLAN 404 & 1771  D,ISTRICT LOT 264A  NEW WESTMINSTER,,,,1410000.0,469000.0,2020.0,1580000.0,468000.0,1912.0,1987.0,,14,1.879
157088,014-404-311,LAND,580250570000,58025057,M-2,Industrial,8,D,VAP729,183,,1795.0,POWELL ST,V5L 1H6,LOT 8  BLOCK D  PLAN VAP729  DISTRI,CT LOT 183  NWD OF LOT 2.,,,,2748000.0,500.0,2020.0,2876000.0,500.0,1975.0,1975.0,,14,2.7485
198876,014-398-966,LAND,708297020000,70829702,RS-1,One Family Dwelling,20,4,VAP1705,THSL,,3202.0,28TH AVE E,V5R 1S9,LOT 20  BLOCK 4  PLAN VAP1705  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 49 SE QTR.,,,1238000.0,71900.0,2020.0,1367000.0,72800.0,1972.0,1972.0,,22,1.3099
198727,030-783-160,STRATA,150819950035,15081995,RM-8N,,35,,EPS5892,324,,7893.0,OAK ST,V6P 0H9,LOT 35  PLAN EPS5892  DISTRICT LOT ,324  NWD  BCAGROUP 1 TOGETHER WITH ,AN INTEREST IN THE COMMON PROPERTY ,IN PROPORTION TO THE UNIT ENTITLEME,NT OF THE STRATA LOT AS SHOWN ON FO,1327000.0,310000.0,2020.0,,,,,,12,1.637
92415,008-895-651,LAND,721267620000,72126762,RT-11,Two Family Dwelling,13,N,VAP12381,393,,2362.0,BROCK ST,V5N 2Z8,LOT 13  BLOCK N  PLAN VAP12381  DIS,TRICT LOT 393  NWD GROUP 1.,,,,1067000.0,22200.0,2020.0,1249000.0,22500.0,1915.0,1970.0,,23,1.0892
1281,014-686-384,LAND,703266780000,70326678,RS-1,One Family Dwelling,16,1-4,VAP1295,741,,2278.0,24TH AVE E,V5N 2V2,LOT 16  BLOCK 1-4  PLAN VAP1295  DI,STRICT LOT 741  NEW WESTMINSTER,,,,1316000.0,54300.0,2020.0,1553000.0,55400.0,1964.0,1964.0,,23,1.3703
115300,006-998-330,LAND,809313810000,80931381,CD-1 (81),Comprehensive Development,156,,VAP19653,339,,6977.0,WHITHORN CRT,V5S 4K7,LOT 156  PLAN VAP19653  DISTRICT LO,T 339  NEW WESTMINSTER MEVA 830637.,,,,944000.0,81400.0,2020.0,1072000.0,85500.0,1983.0,1983.0,,25,1.0254
49646,003-854-281,STRATA,607110940017,60711094,RM-5A,Multiple Family Dwelling,17,,VAS320,185,306,1740.0,COMOX ST,V6G 2Z1,LOT 17  PLAN VAS320  DISTRICT LOT 1,"85  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,414000.0,189000.0,2020.0,451000.0,199000.0,1976.0,1976.0,,27,0.603
192991,023-368-713,STRATA,156606740008,15660674,HA-3,Historic Area,8,,LMS2333,541,109,1058.0,MAINLAND ST,V6B 2T4,LOT 8  PLAN LMS2333  DISTRICT LOT 5,"41  NWD GROUP 1, UNDIV 349/41675 SH",ARE IN COM PROP THEREIN TOGETHER WI,TH AN INTEREST IN THE COMMON PROPER,TY IN PROPORTION TO THE UNIT ENTITL,517000.0,57400.0,2020.0,340000.0,59300.0,1912.0,1988.0,,29,0.5744
198167,023-985-518,STRATA,573114020041,57311402,CD-1 (312),Comprehensive Development,41,,LMS3033,,703,560.0,CARDERO ST,V6G 3E9,LOT 41  PLAN LMS3033  NEW WESTMINST,"ER DISTRICT LOT PUBLIC HARBOUR, UND",IV 681/130993 SHARE IN COM PROP THE,REIN.,,525000.0,226000.0,2020.0,597000.0,228000.0,1997.0,1997.0,,28,0.751
130509,025-755-315,STRATA,115573060066,11557306,CD-1 (312),Comprehensive Development,66,,BCS535,185,1003,590.0,NICOLA ST,V6G 3J8,"STRATA LOT 66, PLAN BCS535, DISTRIC","T LOT 185, NEW WESTMINSTER LAND DIS","TRICT, OF THE PHBI, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,700000.0,239000.0,2020.0,790000.0,242000.0,2003.0,2003.0,,28,0.939
22943,009-688-927,LAND,818165560000,81816556,RS-1,One Family Dwelling,8,N,VAP9322,323,,538.0,62ND AVE W,V6P 2C9,LOT 8  BLOCK N  PLAN VAP9322  DISTR,ICT LOT 323  NEW WESTMINSTER,,,,1946000.0,269000.0,2020.0,2250000.0,240000.0,1957.0,2010.0,,12,2.215
190053,017-981-735,STRATA,830137670012,83013767,RM-3A,Multiple Family Dwelling,12,,LMS621,,401,1353.0,70TH AVE W,V6P 2Y9,LOT 12  PLAN LMS621  NEW WESTMINSTE,"R DISTRICT LOT 319 323 & 324, UNDIV", 68/981 SHARE IN COM PROP THEREIN.,,,321000.0,135000.0,2020.0,368000.0,137000.0,1992.0,1992.0,,12,0.456
70094,006-297-200,STRATA,634073280002,63407328,RT-8,Two Family Dwelling,2,,VAS1031,526,,2566.0,1ST AVE W,V6K 1G7,LOT 2  PLAN VAS1031  DISTRICT LOT 5,26  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,"ATA LOT AS SHOWN ON FORM 1 OR V, AS",1889000.0,151000.0,2020.0,2125000.0,153000.0,1981.0,1981.0,,2,2.04
142983,013-113-216,LAND,742040580000,74204058,RS-5,One Family Dwelling,8,23,VAP3136,2027,,3548.0,38TH AVE W,V6N 2Y1,LOT 8  BLOCK 23  PLAN VAP3136  DIST,RICT LOT 2027  NWD OF LOT B.,,,,2222000.0,84000.0,2020.0,2755000.0,93600.0,1931.0,1965.0,,3,2.306
151956,028-835-891,STRATA,590172290046,59017229,DD,Comprehensive Development,46,,BCS3221,OGT,508,53.0,HASTINGS ST W,V6B 1G4,LOT 46  PLAN BCS3221  DISTRICT LOT ,"OGT  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,488000.0,150000.0,2020.0,507000.0,151000.0,2012.0,2012.0,,26,0.638
18390,029-829-411,STRATA,596186050154,59618605,CD-1 (553),,154,,EPS2427,196,1503,183.0,GEORGIA ST E,V6A 0E5,LOT 154  PLAN EPS2427  DISTRICT LOT," 196  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,208000.0,150000.0,2020.0,232000.0,150000.0,2016.0,2016.0,,26,0.358
134722,014-602-431,LAND,259697940000,25969794,RS-1,One Family Dwelling,21,1&2,VAP1496,743,,3894.0,GLENGYLE ST,V5N 4S6,LOT 21  BLOCK 1&2  PLAN VAP1496  DI,STRICT LOT 743  NEW WESTMINSTER,,,,1071000.0,32900.0,2020.0,1253000.0,35300.0,1921.0,1965.0,,23,1.1039
19673,023-623-390,STRATA,650274930026,65027493,CD-1 (86),Comprehensive Development,26,,LMS2603,THSL,305,2677.0,BROADWAY E,V5M 1Y6,LOT 26  SECTION 34  PLAN LMS2603  D,ISTRICT LOT THSL  NEW WESTMINSTER U,NDIV 105/3539 SHARE IN COMM PROP TH,EREIN.,,435000.0,200000.0,2020.0,466000.0,212000.0,1996.0,1996.0,,21,0.635
199197,011-649-143,LAND,148826190000,14882619,RT-2,Two Family Dwelling,20,B,VAP4315,319,,8349.0,OSLER ST,V6P 4E5,LOT 20  BLOCK B  PLAN VAP4315  DIST,"RICT LOT 319  NWD GROUP 1, OF LOT 3","5, & DL 323 & 324.",,,1410000.0,32800.0,2020.0,1680000.0,29300.0,1947.0,1947.0,,12,1.4428
210390,004-686-322,LAND,698070620000,69807062,RS-1,One Family Dwelling,11,2,VAP4477,139,,2736.0,21ST AVE W,V6L 1K3,LOT 11  BLOCK 2  PLAN VAP4477  DIST,RICT LOT 139  NWD OF LOT 2.,,,,1880000.0,220000.0,2020.0,2060000.0,218000.0,1989.0,1989.0,,4,2.1
164564,004-212-703,LAND,273670930000,27367093,RS-1,One Family Dwelling,24,T,VAP11660,THSL,,3191.0,PENTICTON ST,V5M 3C6,LOT 24  BLOCK T  SECTION 45  PLAN V,AP11660  DISTRICT LOT THSL  NEW WES,TMINSTER,,,1367000.0,28200.0,2020.0,1480000.0,27400.0,1951.0,1951.0,,22,1.3952
33870,007-845-642,STRATA,665214350002,66521435,RT-5,Two Family Dwelling,2,,VAS1915,264A,,937.0,11TH AVE E,V5T 2E8,LOT 2  PLAN VAS1915  DISTRICT LOT 2,64A  NWD UNDIV 132/270 SHARE IN COM, PROP THEREIN TOGETHER WITH AN INTE,REST IN THE COMMON PROPERTY IN PROP,ORTION TO THE UNIT ENTITLEMENT OF T,1019000.0,94400.0,2020.0,1060000.0,101000.0,1987.0,1987.0,,13,1.1134
32751,015-176-401,STRATA,157615050159,15761505,CD-1 (182),Comprehensive Development,159,,VAS2540,FC,,1377.0,HOMER ST,V6B 5M9,LOT 159  PLAN VAS2540  DISTRICT LOT, FC  NEW WESTMINSTER UNDIVIDED 498/,144395 SHARE IN COMM PROP THEREIN.,,,415000.0,70800.0,2020.0,348000.0,72900.0,1989.0,1989.0,,29,0.4858
205888,023-087-234,STRATA,837277370054,83727737,CD-1 (247),Comprehensive Development,54,,LMS1978,258,54,2728.0,CHANDLERY PL,V5S 4S6,LOT 54  PLAN LMS1978  DISTRICT LOT ,"258  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,439000.0,178000.0,2020.0,495000.0,170000.0,1995.0,1995.0,,18,0.617
77655,011-082-313,LAND,316754040000,31675404,RS-1,One Family Dwelling,2,12,VAP5775,49,,5872.0,ARLINGTON ST,V5R 4N3,LOT 2  BLOCK 12  PLAN VAP5775  DIST,RICT LOT 49  NWD,,,,1481000.0,87000.0,2020.0,1723000.0,93400.0,1930.0,1975.0,,24,1.568
122171,027-174-484,STRATA,161599940346,16159994,CD-1 (415),Comprehensive Development,346,,BCS2478,FC,1907,668.0,CITADEL PARADE,V6B 1W6,"STRATA LOT 346, PLAN BCS2478, DISTR","ICT LOT FC, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,356000.0,145000.0,2020.0,412000.0,145000.0,2007.0,2007.0,,26,0.501
93911,009-298-347,LAND,594265940000,59426594,RS-7,One Family Dwelling,,9,10984,264A,,700.0,TEMPLETON DR,V5L 4X9,BLOCK 9  PLAN 10984  DISTRICT LOT 2,64A  NEW WESTMINSTER,,,,42026000.0,435000.0,2020.0,45309000.0,435000.0,1975.0,1975.0,,14,42.461
110099,010-465-758,LAND,813148240000,81314824,RS-1,One Family Dwelling,2,1001,VAP3148,526,,1076.0,59TH AVE W,V6P 1Y2,LOT 2  BLOCK 1001  PLAN VAP3148  DI,STRICT LOT 526  NWD OF LOT 6.,,,,2080000.0,277000.0,2020.0,2368000.0,276000.0,1988.0,1989.0,,12,2.357
115887,028-090-080,STRATA,646190970069,64619097,C-3A,Commercial,69,,BCS3662,200A,804,228.0,7TH AVE E,V5T 0A1,LOT 69  PLAN BCS3662  DISTRICT LOT ,"200A  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,533000.0,69900.0,2020.0,533000.0,69900.0,2009.0,2009.0,,13,0.6029
139900,012-132-616,LAND,814088110000,81408811,RS-1,One Family Dwelling,13,A,VAP3817,325A,,1895.0,60TH AVE W,V6P 2A8,LOT 13  BLOCK A  PLAN VAP3817  DIST,"RICT LOT 325A  NWD OF LOT 4, & BLK ",B.,,,1692000.0,1342000.0,2020.0,2009000.0,1352000.0,2017.0,2017.0,,6,3.034
200453,011-123-346,LAND,120742270000,12074227,RS-3A,One Family Dwelling,9,5,VAP5552,526,,5425.0,ANGUS DR,V6M 3N3,LOT 9  BLOCK 5  PLAN VAP5552  DISTR,ICT LOT 526  NWD OF LOT 3.,,,,4280000.0,256000.0,2020.0,5461000.0,241000.0,1926.0,1976.0,,8,4.536
179244,003-370-861,STRATA,113601070015,11360107,RM-5C,Multiple Family Dwelling,15,,VAS1633,185,PH2,735.0,BIDWELL ST,V6G 3B9,LOT 15  PLAN VAS1633  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 126/1630, SHARE IN COM PROP THEREIN.,,,1197000.0,365000.0,2020.0,1295000.0,373000.0,1986.0,1986.0,,27,1.562
72515,017-962-617,STRATA,126614070017,12661407,DD,Comprehensive Development,17,,LMS585,541,402,1311.0,HOWE ST,V6Z 2P3,LOT 17  PLAN LMS585  DISTRICT LOT 5,41  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM 1.,440000.0,324000.0,2020.0,443000.0,335000.0,1992.0,1992.0,,29,0.764
197928,026-675-358,STRATA,640163920020,64016392,FM-1,Multiple Family Dwelling,20,,BCS1868,526,20,628.0,6TH AVE W,V5Z 1A3,LOT 20  PLAN BCS1868  DISTRICT LOT ,526  NEW WESTMINSTER GROUP 1.,,,,644000.0,243000.0,2020.0,705000.0,246000.0,2006.0,2006.0,,7,0.887
206572,010-803-581,LAND,688027060000,68802706,RS-1,One Family Dwelling,1,164,VAP6846,540,,4296.0,15TH AVE W,V6R 3A6,LOT 1  BLOCK 164  PLAN VAP6846  DIS,TRICT LOT 540  NWD OF LOT 4.,,,,2553000.0,1069000.0,2020.0,3026000.0,1057000.0,2004.0,2004.0,,1,3.622
185158,013-337-734,LAND,803184370000,80318437,RS-1,One Family Dwelling,10,1,VAP2905,655,,35.0,54TH AVE E,V5X 1K4,LOT 10  BLOCK 1  PLAN VAP2905  DIST,"RICT LOT 655  NWD PART W 1/2, GROUP", 1.,,,1328000.0,32900.0,2020.0,1594000.0,34300.0,1912.0,1965.0,,17,1.3609
43763,015-643-221,STRATA,318772440019,31877244,CD-1 (236),Comprehensive Development,19,,VAS2576,339,19,6520.0,CHAMBORD PL,V5S 4P2,LOT 19  PLAN VAS2576  DISTRICT LOT ,339  NEW WESTMINSTER UNDIV 109/8882, SHARE IN COM PROP THEREIN PHASE 1.,,,374000.0,156000.0,2020.0,403000.0,161000.0,1990.0,1990.0,,25,0.53
42949,006-780-083,LAND,692297440000,69229744,RS-1,One Family Dwelling,6,N,VAP11660,THSL,,3238.0,18TH AVE E,V5M 2R7,LOT 6  BLOCK N  SECTION 42  PLAN VA,P11660  DISTRICT LOT THSL  NEW WEST,MINSTER,,,1270000.0,445000.0,2020.0,1403000.0,432000.0,1996.0,1996.0,,22,1.715
184026,028-618-840,STRATA,210719020046,21071902,C-2,Commercial,46,,EPS458,391,314,4550.0,FRASER ST,V5V 4G8,,,,,,517000.0,197000.0,2020.0,553000.0,199000.0,2011.0,2011.0,,16,0.714
192791,008-055-491,STRATA,90627460001,9062746,RT-9,Two Family Dwelling,1,,VAS1937,526,,1338.0,ARBUTUS ST,V6J 3W8,LOT 1  PLAN VAS1937  DISTRICT LOT 5,26  NWD UNDIV 50/100 SHARE IN COM P,ROP THEREIN TOGETHER WITH AN INTERE,ST IN THE COMMON PROPERTY IN PROPOR,TION TO THE UNIT ENTITLEMENT OF THE,1449000.0,390000.0,2020.0,1611000.0,370000.0,1987.0,2005.0,,2,1.839
105662,029-777-682,STRATA,184638960034,18463896,CD-1 (506),Comprehensive Development,34,,EPS2426,200A,601,1788.0,ONTARIO ST,V5T 0G3,LOT 34  PLAN EPS2426  DISTRICT LOT ,"200A  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,630000.0,291000.0,2020.0,770000.0,292000.0,2016.0,2016.0,,13,0.921
35603,015-949-184,STRATA,636077950016,63607795,RM-4,Multiple Family Dwelling,16,,VAS2635,526,401,2405.0,2ND AVE W,V6K 1J5,LOT 16  PLAN VAS2635  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 10538/16,3611 SHARE IN COM PROP THERIN.,,,846000.0,314000.0,2020.0,967000.0,321000.0,1990.0,1990.0,,2,1.16
173892,006-371-558,STRATA,592194060021,59219406,CD-1 (52B),Comprehensive Development,21,,VAS1068,196,,452.0,PENDER ST E,V6A 1T9,LOT 21  PLAN VAS1068  DISTRICT LOT ,196  NEW WESTMINSTER UNDIV 1261/384,92 SHARE IN COM PROP THEREIN MEVA #, 821376.,,796000.0,140000.0,2020.0,815000.0,148000.0,1981.0,1981.0,,13,0.936
80276,003-932-907,STRATA,632124530204,63212453,FCCDD,Comprehensive Development,204,,VAS1291,3610,106,1515.0,1ST AVE W,V6J 1E8,LOT 204  PLAN VAS1291  DISTRICT LOT, 3610  NEW WESTMINSTER UNDIV 745/11,8090 SHARE IN COM PROP THEREIN.,,,424000.0,185000.0,2020.0,501000.0,189000.0,1986.0,1986.0,,7,0.609
118346,005-905-826,STRATA,691163040020,69116304,RM-3A,Multiple Family Dwelling,20,,VAS781,472,403,674.0,17TH AVE W,V5Z 1T8,LOT 20  PLAN VAS781  DISTRICT LOT 4,72  NEW WESTMINSTER UNDIV 619/13288, SHARE IN COM PROP THEREIN.,,,438000.0,83400.0,2020.0,476000.0,89200.0,1980.0,1988.0,,9,0.5214
208858,026-461-145,STRATA,175592940101,17559294,CD-1 (379),Comprehensive Development,101,17,BCS1559,541,905,550.0,TAYLOR ST,V6B 1R1,LOT 101  BLOCK 17  PLAN BCS1559  DI,STRICT LOT 541  NEW WESTMINSTER GRO,UP 1.,,,363000.0,172000.0,2020.0,391000.0,174000.0,2005.0,2005.0,,26,0.535
147748,014-814-641,LAND,224735470000,22473547,RS-1,One Family Dwelling,28,16,VAP1369,,,5257.0,SHERBROOKE ST,V5W 3M3,LOT 28  BLOCK 16  PLAN VAP1369  NEW, WESTMINSTER DISTRICT LOT 668 TO 67,0.,,,1046000.0,281000.0,2020.0,1237000.0,261000.0,2000.0,2000.0,,19,1.327
109966,005-891-728,STRATA,654130500015,65413050,RM-3,Multiple Family Dwelling,15,,VAS783,526,309,1476.0,10TH AVE W,V6H 1J9,LOT 15  PLAN VAS783  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 58/2027 S,HARE IN COM PROP THEREIN.,,,392000.0,87000.0,2020.0,425000.0,93400.0,1980.0,1980.0,,7,0.479
20702,004-026-527,LAND,234650720000,23465072,RT-5,Two Family Dwelling,C,161,3002,264A,,2536.0,WOODLAND DR,V5N 3P3,LOT C  BLOCK 161  PLAN 3002  DISTRI,CT LOT 264A  NWD OF LOTS 33 & 34.,,,,1073000.0,104000.0,2020.0,1217000.0,104000.0,1912.0,1975.0,,14,1.177
175090,018-061-443,STRATA,617124080166,61712408,CD-1 (251),Comprehensive Development,166,,LMS712,,1506,1500.0,HORNBY ST,V6Z 2R1,LOT 166  PLAN LMS712  NWD DISTRICT ,"LOT FALSE CREEK, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,1012000.0,286000.0,2020.0,1281000.0,290000.0,1993.0,1993.0,,30,1.298
39593,015-287-271,LAND,636095280000,63609528,RM-4,Multiple Family Dwelling,7,226,VAP590,526,,1968.0,2ND AVE W,V6J 1J3,LOT 7  BLOCK 226  PLAN VAP590  DIST,"RICT LOT 526  NWD LOT 4, BLOCK 226,"," PLAN VAP590, DISTRICT LOT 526, NEW"," WESTMINSTER LAND DISTRICT, LOT 5, ","BLOCK 226, PLAN VAP590, DISTRICT LO",7743000.0,5200000.0,2020.0,7743000.0,6425000.0,1968.0,1968.0,,2,12.943
161934,003-436-586,STRATA,646159030015,64615903,FM-1,Multiple Family Dwelling,15,,VAS1358,526,205,777.0,7TH AVE W,V5Z 1B9,LOT 15  PLAN VAS1358  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 690/2066,6 SHARE IN COM PROP THEREIN.,,,556000.0,112000.0,2020.0,604000.0,119000.0,1984.0,1984.0,,7,0.668
77362,014-888-165,STRATA,640062480002,64006248,C-2,Commercial,2,,VAS2490,192,6,2880.0,4TH AVE W,V6K 1R2,LOT 2  PLAN VAS2490  DISTRICT LOT 1,92  NEW WESTMINSTER UNDIV 505/10000, SHARE IN COM PROP THEREIN.,,,519000.0,104000.0,2020.0,560000.0,107000.0,1990.0,1990.0,,2,0.623
125599,003-950-727,STRATA,607234020028,60723402,RM-4,Multiple Family Dwelling,28,,VAS393,264A,308,1516.0,CHARLES ST,V5L 2T1,LOT 28  PLAN VAS393  DISTRICT LOT 2,64A  NEW WESTMINSTER UNDIV 333/1000,0 SHARE IN COM PROP THEREIN.,,,442000.0,60000.0,2020.0,441000.0,68400.0,1977.0,1977.0,,14,0.502
22614,004-301-421,STRATA,645195070039,64519507,RM-4,Multiple Family Dwelling,39,,VAS1213,200A,305,2150.0,BRUNSWICK ST,V5T 3L5,LOT 39  PLAN VAS1213  DISTRICT LOT ,200A  NEW WESTMINSTER UNDIV 57/3178, SHARES IN COM PROP THEREIN.,,,422000.0,75700.0,2020.0,428000.0,87400.0,1982.0,1982.0,,13,0.4977
202763,013-986-911,LAND,688050520000,68805052,RS-5,One Family Dwelling,7,116,VAP2176,540,,3250.0,15TH AVE W,V6K 3A9,LOT 7  BLOCK 116  PLAN VAP2176  DIS,TRICT LOT 540  NEW WESTMINSTER,,,,1835000.0,112000.0,2020.0,2090000.0,102000.0,1938.0,1985.0,,2,1.947
138827,028-217-713,STRATA,638179370065,63817937,CD-1 (454),Comprehensive Development,65,,BCS3818,FC,610,181.0,1ST AVE W,V5Y 0E3,LOT 65  PLAN BCS3818  DISTRICT LOT ,FC  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,"ATA LOT AS SHOWN ON FORM 1 OR V, AS",766000.0,296000.0,2020.0,817000.0,297000.0,2009.0,2009.0,,13,1.062
38864,023-599-162,STRATA,126606020091,12660602,DD,Comprehensive Development,91,,LMS2586,541,803,1010.0,HOWE ST,V6Z 1P5,LOT 91  PLAN LMS2586  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 49/7846 ,UNDIV SHARE IN COM PROP THEREIN.,,,344000.0,138000.0,2020.0,370000.0,140000.0,1996.0,1996.0,,29,0.482
140586,011-655-381,LAND,798130370000,79813037,RS-1,One Family Dwelling,7,12,VAP4268,526,,1467.0,53RD AVE W,V6P 1L1,LOT 7  BLOCK 12  PLAN VAP4268  DIST,RICT LOT 526  NWD OF LOT 15.,,,,2489000.0,402000.0,2020.0,2914000.0,405000.0,1988.0,1988.0,,10,2.891
68105,014-083-060,LAND,735254580000,73525458,RT-11,Two Family Dwelling,15,2,VAP2050,394,,2258.0,35TH AVE E,V5P 1C2,LOT 15  BLOCK 2  PLAN VAP2050  DIST,RICT LOT 394  NWD OF LOT 2.,,,,1328000.0,179000.0,2020.0,1650000.0,181000.0,1982.0,1982.0,,23,1.507
